Reference Number,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
7903,130017887,2,25,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21,Car
7904,130018198,3,1030,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
7905,130018198,3,1030,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Car
7906,130018198,3,1030,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,42,Car
7907,130018328,5,1340,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
7908,130018640,2,1806,Unclassified,Wet / Damp,Darkness: street lights present and lit,Snowing without high winds,Driver,Serious,Male,19,Motorcycle over 50cc and up to 125cc
7909,130018640,2,1806,Unclassified,Wet / Damp,Darkness: street lights present and lit,Snowing without high winds,Pedestrian,Slight,Female,41,Motorcycle over 50cc and up to 125cc
7910,130018682,2,1615,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,26,Pedal cycle
7911,130018709,1,1915,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,64,Car
7912,130019031,2,720,Unclassified,Snow,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,58,Car
7913,130019031,2,720,Unclassified,Snow,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,50,Minibus (8 � 16 passenger seats)
7914,130019050,2,735,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,35,Pedal cycle
7915,130019175,2,801,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
7916,130019175,2,801,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Car
7917,130019398,2,2015,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,27,Car
7918,130019576,2,1150,A,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,35,Pedal cycle
7919,130019897,1,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Car
7920,130020136,3,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
7921,130020136,3,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car
7922,130020136,3,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
7923,130021490,2,1655,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
7924,130031371,7,1430,Unclassified,Snow,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Pedal cycle
7925,130031371,7,1430,Unclassified,Snow,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,33,Car
7926,130032117,2,1805,A,Frost / Ice,Darkness: street lighting unknown,Other,Driver,Slight,Male,26,Car
7927,130033023,1,1802,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,13,Car
7928,130033701,2,715,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Car
7929,130033801,2,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,59,Pedal cycle
7930,130034439,1,1042,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats)
7931,130034587,1,1510,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,Car
7932,130034749,1,1655,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,45,Car
7933,130035563,1,835,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16,Car
7934,130037628,3,1615,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
7935,130038109,1,435,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,Car
7936,130038475,3,1845,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,56,Car
7937,130039252,1,2045,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,31,Car
7938,130039252,1,2045,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,27,Car
7939,130039489,2,1800,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,10,Bus or coach (17 or more passenger seats)
7940,130039489,2,1800,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,41,Bus or coach (17 or more passenger seats)
7941,130039665,2,945,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
7942,130039866,2,1140,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
7943,130040554,2,1817,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,68,Taxi/Private hire car
7944,130040912,1,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,21,Car
7945,130040912,1,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,21,Car
7946,130041554,2,5,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Male,35,Car
7947,130041554,2,5,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Passenger,Slight,Male,42,Car
7948,130041554,2,5,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Passenger,Slight,Male,39,Car
7949,130042041,2,1455,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
7950,130042041,2,1455,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
7951,130042178,1,1755,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,46,Car
7952,130042187,3,1700,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Female,23,Pedal cycle
7953,130042778,2,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,37,Pedal cycle
7954,130042916,2,920,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats)
7955,130042957,4,915,Motorway,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,51,Car
7956,130042957,4,915,Motorway,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,33,Car
7957,130042957,4,915,Motorway,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,36,Car
7958,130043218,2,1243,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,56,Car
7959,130043427,1,1205,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
7960,130043820,2,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,19,Car
7961,130043820,2,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,20,Car
7962,130043820,2,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Male,18,Car
7963,130043820,2,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,14,Car
7964,130043820,2,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,16,Car
7965,130043847,1,1620,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car
7966,130044118,2,2050,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
7967,130044514,2,840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
7968,130044618,2,1210,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,41,Pedal cycle
7969,130044995,2,1800,A,Wet / Damp,Darkness: street lighting unknown,Fine with high winds,Driver,Slight,Female,39,Car
7970,130044995,2,1800,A,Wet / Damp,Darkness: street lighting unknown,Fine with high winds,Passenger,Slight,Female,37,Taxi/Private hire car
7971,130045090,1,1825,B,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car
7972,130045091,2,1320,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
7973,130045110,2,2000,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,53,Car
7974,130045110,2,2000,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,20,Car
7975,130045756,1,1705,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,6,Car
7976,130046179,1,720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,22,Car
7977,130046539,1,545,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,25,Car
7978,130047014,2,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Goods vehicle 3.5 tonnes mgw and under
7979,130047103,2,1420,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
7980,130048070,2,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
7981,130048074,3,750,A,Frost / Ice,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,42,Goods vehicle 3.5 tonnes mgw and under
7982,130048074,3,750,A,Frost / Ice,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
7983,130048467,2,1010,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
7984,130048841,2,320,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,23,Car
7985,130050701,2,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
7986,130051161,2,905,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,38,Car
7987,130051615,3,1320,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
7988,130051980,1,1530,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Serious,Male,4,Car
7989,130052138,1,1935,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,85,Car
7990,130052138,1,1935,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,80,Car
7991,130052149,2,1825,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,Driver,Slight,Male,38,Car
7992,130052645,2,810,A,Wet / Damp,Daylight: street lights present,Snowing with high winds,Driver,Slight,Male,47,Car
7993,130053134,1,1810,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
7994,130053414,2,830,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,10,Pedal cycle
7995,130053587,2,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
7996,130053805,2,630,A,Dry,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,39,Pedal cycle
7997,130054501,2,1010,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
7998,130054515,2,1100,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
7999,130054515,2,1100,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
8000,130054565,2,1055,A(M),Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Fatal,Male,45,Car
8001,130054659,2,1525,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,24,Car
8002,130054659,2,1525,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,38,Car
8003,130054659,2,1525,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,27,Car
8004,130054793,2,1326,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Pedal cycle
8005,130055214,2,1745,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Pedal cycle
8006,130055266,1,1823,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,37,Car
8007,130055351,1,513,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Male,54,Car
8008,130055725,3,1130,A(M),Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,41,Car
8009,130055725,3,1130,A(M),Dry,Daylight: street lights present,Fine with high winds,Driver,Serious,Male,69,Car
8010,130055725,3,1130,A(M),Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,21,Car
8011,130056028,2,735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
8012,130056028,2,735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
8013,130056028,2,735,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
8014,130056028,2,735,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Car
8015,130056082,2,1028,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
8016,130056312,2,1204,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,60,Bus or coach (17 or more passenger seats)
8017,130056523,2,1330,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
8018,130056523,2,1330,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Car
8019,130056949,2,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
8020,130057038,2,1820,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,28,Car
8021,130057038,2,1820,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,28,Car
8022,130057188,2,1724,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,20,Car
8023,130057188,2,1724,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,39,Car
8024,130057188,2,1724,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,8,Car
8025,130058054,1,1130,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,Car
8026,130058058,2,2300,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,24,Car
8027,130058198,1,1232,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,73,Car
8028,130058230,2,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Motorcycle over 50cc and up to 125cc
8029,130058728,1,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,23,Car
8030,130058728,1,1545,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,23,Car
8031,130058760,2,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
8032,130058779,2,1755,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,40,Pedal cycle
8033,130058890,1,1850,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,11,Car
8034,130060070,1,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,49,Car
8035,130060327,2,1710,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,21,Motorcycle over 125cc and up to 500cc
8036,130060386,1,1720,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,78,Car
8037,130061014,2,955,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,68,Car
8038,130061014,2,955,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,30,Car
8039,130061014,2,955,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,29,Car
8040,130061542,2,1535,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,22,Car
8041,130061574,1,1510,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,40,Bus or coach (17 or more passenger seats)
8042,130061605,1,1030,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,76,Car
8043,130062704,2,630,Unclassified,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,49,Car
8044,130063101,2,1459,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41,Car
8045,130063294,2,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
8046,130063450,1,2310,Unclassified,Snow,Darkness: street lighting unknown,Snowing without high winds,Pedestrian,Serious,Female,42,Car
8047,130064080,2,825,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,33,Bus or coach (17 or more passenger seats)
8048,130064210,1,2100,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,44,Car
8049,130064405,2,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Car
8050,130064405,2,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Goods vehicle 3.5 tonnes mgw and under
8051,130064667,1,1524,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,Bus or coach (17 or more passenger seats)
8052,130064667,1,1524,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Bus or coach (17 or more passenger seats)
8053,130064764,1,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,49,Goods vehicle 3.5 tonnes mgw and under
8054,130064887,2,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Pedal cycle
8055,130066195,2,1445,Motorway,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,24,Car
8056,130066195,2,1445,Motorway,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,41,Car
8057,130066195,2,1445,Motorway,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,25,Car
8058,130066195,2,1445,Motorway,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,1,Car
8059,130066255,1,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,64,Bus or coach (17 or more passenger seats)
8060,130066315,1,1241,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
8061,130066461,2,1858,Unclassified,Snow,Darkness: no street lighting,Snowing without high winds,Driver,Slight,Male,23,Car
8062,130066895,2,1440,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,42,Car
8063,130066984,2,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car
8064,130067145,1,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Bus or coach (17 or more passenger seats)
8065,130067278,2,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
8066,130067278,2,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13,Car
8067,130067415,2,2000,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Female,18,Car
8068,130067512,1,1120,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,65,Goods vehicle 3.5 tonnes mgw and under
8069,130067622,1,1530,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,66,Car
8070,130067762,1,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,17,Car
8071,130067784,2,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Car
8072,130067784,2,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,61,Car
8073,130068791,1,955,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Car
8074,130068795,1,815,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
8075,130068795,1,815,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
8076,130069083,2,725,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
8077,130069572,2,1840,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
8078,130070011,3,100,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,32,Car
8079,130070011,3,100,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car
8080,130070011,3,100,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,29,Car
8081,130070011,3,100,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,32,Car
8082,130070011,3,100,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car
8083,130070587,3,935,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Motorcycle over 50cc and up to 125cc
8084,130070908,1,1653,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,7,Car
8085,130071518,1,405,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,24,Taxi/Private hire car
8086,130071664,1,813,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
8087,130071827,2,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
8088,130071827,2,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Car
8089,130071827,2,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
8090,130071827,2,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,8,Car
8091,130072352,1,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,71,Car
8092,130072371,2,1525,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
8093,130072371,2,1525,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
8094,130072845,2,1730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,31,Car
8095,130072845,2,1730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,66,Car
8096,130072940,2,625,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,43,Pedal cycle
8097,130073976,1,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,6,Goods vehicle 3.5 tonnes mgw and under
8098,130074043,2,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,72,Car
8099,130074043,2,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,67,Car
8100,130074662,2,540,A,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,55,Car
8101,130075443,2,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
8102,130075670,3,1415,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car
8103,130075670,3,1415,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
8104,130075670,3,1415,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63,Car
8105,130076068,2,828,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
8106,130076512,3,1405,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
8107,130076512,3,1405,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
8108,130076827,1,1050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,83,Car
8109,130076936,2,1206,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
8110,130076936,2,1206,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
8111,130077474,1,2140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car
8112,130079025,1,1810,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,13,Car
8113,130079516,1,1558,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,65,Bus or coach (17 or more passenger seats)
8114,130079762,1,2035,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Bus or coach (17 or more passenger seats)
8115,130080201,2,1226,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,83,Car
8116,130080444,1,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,6,Car
8117,130081189,2,927,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,46,Car
8118,130081189,2,927,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
8119,130081189,2,927,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
8120,130081286,1,2134,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,40,Bus or coach (17 or more passenger seats)
8121,130081344,1,1555,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Bus or coach (17 or more passenger seats)
8122,130081466,2,1420,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Car
8123,130082905,2,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car
8124,130082952,1,1430,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,15,Car
8125,130083213,2,1720,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,17,Motorcycle over 50cc and up to 125cc
8126,130083221,2,120,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,18,Car
8127,130083228,1,330,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,34,Car
8128,130083944,2,915,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Motorcycle over 50cc and up to 125cc
8129,130084030,2,1129,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
8130,130084674,2,1630,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Pedal cycle
8131,130084707,2,1925,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,54,Car
8132,130084731,1,1920,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,38,Car
